customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8012-SOUDQ,1,1,0,0,0.43281069256250915,1,1,2,0,1,0,0,1,0,0.0,1,1,0.8471278601657574,0.6873842568137678,0
9420-LOJKX,1,0,0,0,-0.7073594915983407,1,0,2,1,1,0,0,1,1,0.0,1,3,1.141265929195161,-0.37690608358174127,1
6575-SUVOI,1,1,1,0,-0.30015585439803716,1,1,1,1,0,0,1,1,0,0.0,1,3,0.1574821050968162,-0.2329697876238434,0
7495-OOKFY,1,1,1,0,-0.9924020376385531,1,1,2,0,1,0,0,0,0,0.0,1,3,0.5280628361338618,-0.7268091527747184,1
4667-QONEA,1,1,1,1,1.125056875803025,1,0,1,1,1,1,1,0,1,1.0,1,3,0.33529438411459117,0.9598595254224966,0
1658-BYGOY,0,1,0,0,-0.5851984004382496,1,1,2,0,0,0,0,1,1,0.0,1,1,1.0199547481830342,-0.23301390602873479,1
8769-KKTPH,1,0,1,1,1.247217966963116,1,1,2,1,0,0,0,1,1,1.0,1,3,1.1595456961969886,1.7781897585489541,0
5067-XJQFU,0,1,1,1,1.369379058123207,1,1,2,0,1,1,1,1,1,1.0,1,1,1.4520219682262263,2.1157617335748102,0
0434-CSFON,1,0,1,0,0.5956921474426305,1,1,2,0,0,1,0,1,1,0.0,1,1,1.1877962451998125,1.0704864256874556,0
1215-FIGMP,0,0,0,0,1.125056875803025,1,1,2,0,1,0,0,1,0,0.0,1,2,0.8354952811645946,1.3985508844592343,0
0557-ASKVU,1,0,1,1,-0.5851984004382496,1,0,1,0,0,1,1,0,0,1.0,1,3,-0.34438058895335305,-0.5839537577366577,0
5698-BQJOH,1,0,0,0,-0.9516816739185228,1,1,2,0,0,0,0,1,1,0.0,0,1,0.9850570111795457,-0.6280059850206303,1
5122-CYFXA,1,0,0,0,-1.1960038562387048,1,0,1,0,1,0,1,1,1,0.0,1,1,0.3502505571160864,-0.8985179846116957,0
8627-ZYGSZ,0,0,1,0,0.5956921474426305,1,1,2,0,1,0,0,0,0,1.0,1,1,0.46989994112804756,0.6042651819985404,0
7410-OIEDU,0,0,0,0,-0.9109613101984924,1,0,2,1,0,1,0,0,0,0.0,1,0,0.5014740841312035,-0.6147263451483462,0
2273-QCKXA,0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,1,0,0,0.0,0,0,-0.5221928679711283,-0.9845709333521951,0
0731-EBJQB,1,0,1,1,0.7992939660427822,1,0,0,2,2,2,2,2,2,1.0,1,1,-1.4744025490663168,-0.5250336280043135,0
5630-AHZIL,1,0,0,1,-1.1960038562387048,1,0,1,1,0,0,1,0,1,0.0,1,2,-0.00869759491979612,-0.9279449606741992,0
2673-CXQEU,1,1,0,0,0.9621754209229036,1,1,2,1,1,1,0,1,1,1.0,0,1,1.5201556452330371,1.7024384573505753,0
6416-JNVRK,1,0,0,0,0.5549717837226001,1,0,1,0,0,0,0,0,1,1.0,0,3,-0.3028356639492,0.18006671896859777,0
5590-ZSKRV,1,0,1,1,-0.9924020376385531,1,0,1,1,1,0,0,0,0,0.0,0,0,-0.33607160395252245,-0.7934500033630416,0
0191-ZHSKZ,0,1,0,0,-0.0965540357978854,1,0,1,1,1,0,0,1,1,0.0,1,1,0.3319707901142591,-0.0747391284811612,0
3887-PBQAO,1,0,1,1,0.5142514200025698,1,1,0,2,2,2,2,2,2,1.0,1,3,-1.2916048790480432,-0.4694664970437091,0
5919-TMRGD,1,0,0,1,-1.2774445836787656,1,0,2,0,0,0,0,1,0,0.0,1,1,0.48485611412954227,-0.9712030566701284,1
8108-UXRQN,1,0,1,1,-0.8702409464784621,0,2,1,1,0,0,0,1,1,0.0,0,1,-0.47233895796614456,-0.7567876088983634,0
9191-MYQKX,1,0,1,0,-1.0331224013585834,1,0,2,0,0,1,0,0,0,0.0,1,2,0.34526516611558833,-0.7869866570464648,1
9919-YLNNG,1,0,0,0,0.3920903288424788,1,0,2,0,1,1,1,1,1,0.0,1,2,1.2974748472107767,0.9030129607200439,0
4445-ZJNMU,0,0,0,0,-0.9516816739185228,1,1,2,0,1,0,0,1,1,0.0,1,3,1.1479131171958254,-0.6008731660124749,0
4808-YNLEU,1,0,1,0,0.10704778280226633,1,0,1,1,0,0,0,1,0,1.0,1,2,-0.08680205392760396,-0.028789809786862314,0
3016-KSVCP,0,0,1,0,-0.13727439951791576,0,2,1,0,0,0,0,1,0,0.0,0,0,-1.0307027500219619,-0.5609460095858396,0
4767-HZZHQ,0,0,1,1,-0.0965540357978854,1,0,2,0,1,1,0,0,0,0.0,0,2,0.574593152138513,0.1277202315650588,0
2424-WVHPL,0,1,0,0,-1.2774445836787656,1,0,2,0,0,0,1,0,0,0.0,0,1,0.3303089931140931,-0.9732545624975744,0
6067-NGCEU,1,0,0,0,1.3286586944031769,1,1,2,1,1,1,0,1,1,0.0,1,3,1.5384354122348645,2.129284024673997,0
8637-XJIVR,1,0,0,0,-0.8295205827584317,1,1,2,1,0,0,0,0,0,0.0,1,1,0.47156173812821356,-0.5970789831918223,1
9803-FTJCG,0,0,1,1,1.5729808767233588,1,1,1,1,1,0,1,0,0,1.0,1,3,0.06940686408801149,1.0888396821222401,0
0278-YXOOG,0,0,0,0,-1.1145631287986442,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.4527991880641573,-0.9559822069826266,1
4598-XLKNJ,1,1,1,0,-0.30015585439803716,1,0,2,0,1,1,0,1,1,0.0,1,1,1.1213243651931677,0.10314628004059938,1
6380-ARCEH,0,0,0,0,-1.2774445836787656,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.481049737066981,-0.9972990931633381,0
3679-XASPY,1,0,1,1,-1.2774445836787656,1,0,0,2,2,2,2,2,2,0.0,0,1,-1.505976692069473,-0.997629981200023,0
7123-WQUHX,0,0,0,0,0.22920887396235737,1,1,2,0,0,1,1,1,0,1.0,0,2,1.0049985751815391,0.5845221958096792,0
5386-THSLQ,1,1,1,0,1.369379058123207,0,2,1,0,1,1,0,1,0,1.0,0,2,-0.6385186579827569,0.32936340112078977,0
6180-YBIQI,0,0,0,0,-1.1145631287986442,0,2,1,0,0,0,0,0,0,0.0,0,0,-1.3447823830533592,-0.9620043692502904,0
6728-DKUCO,1,0,1,1,1.6137012404433893,1,1,2,1,1,0,0,1,1,1.0,1,1,1.3091074262119398,2.2157781574634092,0
9750-BOOHV,1,0,0,0,-0.015113308357824713,0,2,1,1,0,0,0,0,0,1.0,0,0,-1.150352134033923,-0.5969466279771483,0
8597-CWYHH,0,0,0,0,0.43281069256250915,1,1,2,0,0,0,0,1,1,1.0,0,0,0.9833952141793793,0.7238040000515441,0
0486-HECZI,0,0,1,0,0.9214550572028734,1,1,2,1,1,0,0,1,0,0.0,1,1,1.0631614701873533,1.3051081028994402,1
4549-ZDQYY,1,0,0,0,0.7992939660427822,1,0,1,1,0,1,1,0,0,1.0,0,3,-0.22639300194155818,0.33598116185448623,0
5712-AHQNN,1,0,0,0,0.43281069256250915,1,0,2,0,1,1,0,1,0,0.0,1,1,0.893658176170409,0.7382748368558936,0
4846-WHAFZ,1,1,1,0,0.18848851024232702,1,1,2,0,0,0,0,0,0,0.0,1,1,0.39013368512007346,0.25917101893871614,1
3071-VBYPO,0,0,1,1,-1.1960038562387048,1,0,2,1,1,0,0,1,0,0.0,0,1,0.8338334841644282,-0.8966208932013693,0
5299-RULOA,1,0,1,1,-0.9109613101984924,1,1,2,1,0,0,0,1,1,0.0,1,1,1.1794872601989819,-0.536504413276054,1
9445-ZUEQE,0,0,1,1,-0.21871512695797646,1,1,2,0,1,0,1,0,0,0.0,1,3,0.6792863631489789,-0.05695941130996351,0
1091-SOZGA,1,0,1,1,0.9621754209229036,1,1,2,0,0,1,0,1,1,1.0,1,3,1.1645310871974868,1.4271175516263572,0
2928-HLDBA,1,0,0,0,-1.0738427650786138,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.46443176706532,-0.956467509436431,0
0404-SWRVG,0,0,0,0,-1.1960038562387048,1,1,2,0,0,0,0,0,0,0.0,1,1,0.32033821111309646,-0.9049372125233811,1
6497-TILVL,1,0,1,1,-1.0331224013585834,1,0,1,1,0,0,0,0,0,0.0,0,0,-0.467353566965646,-0.8516421794146791,0
7219-TLZHO,1,0,1,1,-1.1552834925186746,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.4594463760648215,-0.9784605342747488,0
4412-YLTKF,1,1,0,0,-0.21871512695797646,1,1,2,0,0,1,0,0,0,0.0,1,1,0.44164939212522314,-0.06406247449746433,1
3930-ZGWVE,0,0,0,0,-1.2774445836787656,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.4960059100684764,-0.997497625985349,0
2639-UGMAZ,0,1,0,0,1.5729808767233588,0,2,1,1,1,0,0,1,1,1.0,1,1,-0.2762469119465419,0.7520618383844279,0
2876-GZYZC,1,0,0,0,-0.7888002190384014,1,1,2,0,0,0,0,0,1,0.0,1,1,0.7042133181514708,-0.4698856218901764,0
6207-WIOLX,1,0,1,1,-0.30015585439803716,0,2,1,1,1,1,0,1,1,0.0,1,3,-0.2047896409393986,-0.34326579985211764,1
3091-FYHKI,0,0,0,0,-1.2774445836787656,0,2,1,0,0,0,0,0,1,0.0,1,1,-0.9742016520163136,-0.9905710364174134,1
2372-HWUHI,0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0.0,0,1,-0.6784017859867437,-0.9703648069771935,1
7850-VWJUU,1,0,0,0,-0.38159658183809786,1,0,2,1,0,0,0,0,0,0.0,1,2,0.3402797751150897,-0.2215651799594399,0
0390-DCFDQ,1,1,1,0,-1.2774445836787656,1,0,2,0,0,0,0,0,0,0.0,1,0,0.18905624809997262,-0.975129594705455,1
4080-OGPJL,1,0,0,0,-0.9924020376385531,1,1,1,1,0,0,1,0,1,0.0,0,1,0.21232140610229844,-0.7575376217815155,1
2636-SJDOU,0,0,0,0,1.2879383306831464,1,1,2,1,1,0,0,0,0,1.0,1,3,0.6493740171459885,1.3272334829524324,0
6837-BJYDQ,0,0,0,0,-1.1960038562387048,1,0,0,2,2,2,2,2,2,1.0,0,0,-1.5009913010689746,-0.9791443695505642,0
2135-RXIHG,0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0.0,1,1,-0.6351950639824246,-0.9860709591184997,1
6440-DKQGE,0,0,0,1,-0.0965540357978854,1,0,1,0,1,1,0,1,0,1.0,0,3,-0.00869759491979612,-0.15474785575155137,0
3466-BYAVD,0,0,1,1,-0.7073594915983407,1,0,1,0,1,1,1,0,1,0.0,1,0,0.1574821050968162,-0.5335264209458906,0
3780-YVMFA,1,0,1,1,-0.9924020376385531,1,0,1,0,0,0,1,1,1,0.0,1,1,0.12590796209365976,-0.7572287929472764,0
3874-EQOEP,0,0,0,0,-1.0331224013585834,1,1,2,0,0,0,0,1,1,0.0,0,0,1.0049985751815391,-0.7170148668888476,1
1679-JRFBR,1,0,1,1,1.5322605130033284,1,1,2,1,1,1,0,1,1,1.0,1,3,1.4420511862252297,2.4926211481563776,0
3077-RSNTJ,1,0,1,1,-1.0738427650786138,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.4976677070686424,-0.9561366213997461,0
6551-GNYDG,1,0,1,1,-0.748079855318371,1,0,2,0,0,0,0,0,1,0.0,1,2,0.5363718211346925,-0.4976140393643646,0
9167-APMXZ,1,0,0,0,-0.4223169455581282,1,1,2,0,0,0,0,1,0,0.0,1,2,0.6443886261454905,-0.20239573303416583,0
2749-CTKAJ,0,0,1,1,-0.4223169455581282,1,0,0,2,2,2,2,2,2,1.0,0,0,-1.4827115340671475,-0.8209578288127732,0
8992-VONJD,1,0,0,1,-0.7888002190384014,1,0,1,1,1,0,0,0,0,0.0,1,1,-0.29120308494803704,-0.6689037463548745,0
0867-MKZVY,1,0,1,0,-0.5037576729981889,1,1,2,1,0,0,0,0,0,0.0,0,1,0.5862257311396761,-0.30369159066461293,1
4482-EWFMI,1,0,0,0,-1.2367242199587352,1,0,2,0,0,0,0,0,0,0.0,1,1,0.16412929309748078,-0.946562927538332,0
2907-ILJBN,1,0,1,1,-0.8702409464784621,1,0,0,2,2,2,2,2,2,1.0,0,0,-1.4677553610656522,-0.9030180619106092,0
3376-BMGFE,1,0,0,0,-1.1552834925186746,1,0,2,0,0,0,0,0,0,0.0,1,2,0.20401242110146783,-0.8857677655981072,1
3445-HXXGF,0,1,1,0,1.0436161483629645,0,2,1,0,1,1,0,0,1,0.0,1,1,-0.6468276429835875,0.16345613952701962,1
1159-WFSGR,1,0,1,1,-0.6666391278783103,1,0,0,2,2,2,2,2,2,0.0,0,1,-1.4744025490663168,-0.8644144576307132,0
7654-YWJUF,0,0,1,0,0.43281069256250915,1,0,2,1,0,1,1,0,0,1.0,1,2,0.6477122201458225,0.5552496341642954,0
1875-QIVME,1,0,1,0,-1.2367242199587352,1,1,2,0,0,1,1,1,1,0.0,1,1,1.3174164112127704,-0.8990915238752827,1
0691-JVSYA,1,0,1,0,0.8400143297628127,1,0,2,0,0,1,0,1,1,1.0,1,2,1.0000131841810405,1.199797470423884,1
5918-VUKWP,1,0,0,0,-0.015113308357824713,1,0,0,2,2,2,2,2,2,1.0,0,2,-1.4694171580658184,-0.7174339917353151,0
1744-JHKYS,1,0,1,0,0.06632741908223598,1,1,0,2,2,2,2,2,2,0.0,0,1,-1.33148800705203,-0.6619992159893845,0
2656-FMOKZ,1,1,0,0,-0.7073594915983407,1,1,2,0,0,0,0,0,0,0.0,1,0,0.32200000811326246,-0.5007464461116475,1
2070-FNEXE,1,1,0,0,-1.0331224013585834,1,0,2,1,0,0,0,0,0,0.0,0,2,0.3884718881199074,-0.7840307239187471,1
5947-SGKCL,1,0,1,1,-0.7073594915983407,1,1,2,0,1,1,0,1,1,0.0,1,2,1.3489905542159264,-0.31829478268363637,0
3712-PKXZA,0,0,1,0,1.1657772395230555,1,0,0,2,2,2,2,2,2,1.0,1,3,-1.4694171580658184,-0.4538485817121854,0
6317-YPKDH,1,0,0,0,-1.2774445836787656,0,2,1,0,1,0,0,0,0,0.0,0,2,-1.156999322034587,-0.9929975486864354,1
6582-OIVSP,1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0.0,0,0,-0.6468276429835875,-0.9862253735356192,0
9367-WXLCH,0,0,0,0,-0.9924020376385531,1,1,2,0,0,0,0,0,1,0.0,0,2,0.6560212051466532,-0.713860400939119,1
5524-KHNJP,0,0,1,1,0.025607055362205634,1,0,1,1,0,1,0,1,1,1.0,0,3,0.3319707901142591,0.07614581624711793,0
1918-ZBFQJ,1,0,0,0,-0.7888002190384014,1,0,2,0,1,1,0,0,0,0.0,1,1,0.4815325201292102,-0.5157687629771385,1
1024-GUALD,1,0,1,0,-1.2774445836787656,0,2,1,0,0,0,0,0,0,0.0,1,1,-1.328164413051698,-0.9952696465383377,1
4827-USJHP,0,0,0,0,-0.5037576729981889,1,0,1,0,1,0,0,0,0,0.0,1,0,-0.4307940329619915,-0.5545047224717085,0
8167-GJLRN,0,0,0,0,-1.1960038562387048,0,2,1,0,0,0,1,0,0,0.0,0,1,-1.1420431490330922,-0.9699677413331717,0
0956-SYCWG,1,0,0,0,-0.7888002190384014,1,0,0,2,2,2,2,2,2,1.0,0,1,-1.4993295040688086,-0.8982091557774565,0
8017-UVSZU,1,0,1,0,0.3106496014024181,1,1,1,0,1,0,0,0,0,0.0,0,3,-0.27126152094604356,0.04340995981776602,0
7100-FQPRV,0,0,1,1,0.43281069256250915,1,1,1,1,0,0,1,0,1,1.0,1,3,0.2372483611047903,0.3938203906669932,0
2472-OVKUP,0,0,1,0,-1.0738427650786138,1,0,2,0,1,1,0,0,1,0.0,1,1,0.8720548151682491,-0.7719422809785282,1
2604-IJPDU,1,0,1,0,-0.5037576729981889,1,0,2,1,1,0,1,1,0,0.0,1,1,1.0565142821866886,-0.16723336433579197,0
6168-YBYNP,0,0,0,0,1.0843365120829946,1,1,2,0,1,1,1,1,1,0.0,1,1,1.5484061942358611,1.8701986919497804,0
3645-DEYGF,0,0,0,1,-1.2774445836787656,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.462769970065154,-0.9970564419364358,0
9323-HGFWY,1,0,1,0,-0.21871512695797646,1,0,2,1,0,0,1,1,1,1.0,1,3,1.2343265612044643,0.176669601791967,0
8544-GOQSH,1,0,0,0,-0.748079855318371,1,0,2,0,1,0,1,0,0,0.0,1,3,0.5081212721318681,-0.5154819933453451,0
7018-WBJNK,0,0,0,1,-0.7888002190384014,1,0,2,0,0,0,0,1,0,0.0,1,3,0.4499583771260538,-0.5500487635776862,0
9142-KZXOP,0,0,0,0,0.47353105628253944,1,0,2,0,0,0,0,0,0,0.0,0,3,0.13587874409465642,0.2992305305800252,0
7674-YTAFD,1,0,0,0,0.025607055362205634,1,0,2,0,1,0,1,0,0,1.0,1,2,0.5047976781315361,0.17830198277294537,0
1285-OKIPP,0,0,0,0,-1.2774445836787656,1,0,2,0,0,0,0,0,1,0.0,0,1,0.50313588113137,-0.9709604054432261,1
7825-ECJRF,1,0,0,0,-0.5444780367182193,1,0,2,1,0,1,1,1,1,0.0,1,1,1.3905354792200795,-0.15276252753144243,1
1347-KTTTA,0,0,1,0,1.2879383306831464,1,0,2,0,1,1,1,1,1,1.0,1,3,1.2526063282062914,1.9294717689212553,0
7841-TZDMQ,0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0.0,1,3,-0.6235624849812617,-0.9689309588182259,1
4195-NZGTA,1,0,0,0,-1.2774445836787656,0,2,1,0,0,0,0,0,0,0.0,0,1,-1.3132082400502028,-0.995071113716327,0
4709-LKHYG,1,0,1,1,-0.13727439951791576,1,0,0,2,2,2,2,2,2,1.0,0,1,-1.4876969250676457,-0.7679495653358647,0
2504-DSHIH,0,1,1,0,-0.38159658183809786,1,1,2,0,0,0,0,0,1,0.0,0,1,0.7324638671542947,-0.13449750790644027,0
0699-NDKJM,1,0,1,0,1.002895784642934,0,2,1,1,1,1,0,1,1,0.0,1,2,-0.19980424993890028,0.510337097984942,0
6496-JDSSB,1,0,0,0,-0.9924020376385531,1,0,2,0,0,0,0,1,0,0.0,1,2,0.5064594751317021,-0.7306474540002623,0
9408-SSNVZ,1,0,0,0,-1.1552834925186746,1,0,2,0,0,0,0,0,0,0.0,1,1,0.179085466098976,-0.8878192714255532,1
6469-MRVET,0,0,1,1,-1.2774445836787656,1,0,0,2,2,2,2,2,2,1.0,1,1,-1.481049737066981,-0.9972990931633381,0
0742-MOABM,0,0,1,0,-1.1552834925186746,1,0,1,0,0,0,1,0,0,0.0,0,0,-0.4889569279678058,-0.9270846517788187,1
5961-VUSRV,1,0,0,0,-0.8295205827584317,1,0,0,2,2,2,2,2,2,1.0,1,2,-1.5093002860698053,-0.9094372898222949,0
6778-JFCMK,0,0,0,0,-0.3408762181180675,0,2,1,1,0,0,0,1,1,1.0,1,0,-0.47067716096597834,-0.4376350679146291,0
6341-JVQGF,1,0,1,1,-0.055833672077855064,1,0,1,1,0,1,1,1,1,1.0,1,0,0.544680806135523,0.11693328156913364,0
2232-DMLXU,1,0,1,0,-1.2774445836787656,1,0,1,0,0,0,0,1,0,0.0,0,0,-0.31779183695069496,-0.9818576514513797,1
4811-JBUVU,0,0,0,0,-0.0965540357978854,1,1,2,0,0,0,1,0,1,0.0,1,3,0.8354952811645946,0.19519933184631708,0
3316-UWXUY,0,0,0,0,0.7178532386027215,1,0,2,1,1,0,1,0,1,0.0,1,3,0.9551446651765553,1.0883102612635447,0
8937-RDTHP,0,0,0,0,-1.2774445836787656,1,0,2,1,0,0,0,0,1,0.0,1,0,0.6593447991469852,-0.9688868404133346,1
1984-GPTEH,1,0,0,0,-0.13727439951791576,1,1,0,2,2,2,2,2,2,0.0,0,1,-1.3165318340505352,-0.6964998086143886,0
1251-KRREG,0,0,0,0,-1.2367242199587352,1,1,1,0,1,0,0,0,0,0.0,1,0,-0.34438058895335305,-0.9558719109703983,1
9903-LYSAB,0,0,1,0,-0.5851984004382496,1,1,2,0,0,0,0,0,0,0.0,1,1,0.2787932861089434,-0.4300467022733238,0
0094-OIFMO,1,1,0,0,-0.8702409464784621,1,0,2,0,1,0,0,1,1,0.0,1,1,1.0049985751815391,-0.5119525209540402,1
7576-ASEJU,1,0,1,1,0.35136996512244845,1,0,1,1,0,0,1,1,1,1.0,1,3,0.3303089931140931,0.40012932256645056,0
9058-HRZSV,1,1,1,0,1.3286586944031769,1,0,2,1,1,1,0,0,1,0.0,0,1,0.9850570111795457,1.6965486502975853,0
4522-AKYLR,1,1,0,0,-0.7888002190384014,1,0,1,0,1,1,0,0,0,0.0,1,1,-0.3310862129520241,-0.6835731159812349,0
0221-WMXNQ,0,1,0,0,-1.1552834925186746,1,0,2,1,0,0,0,0,0,0.0,0,1,0.35191235411625243,-0.8855912919785419,0
0303-UNCIP,0,0,0,0,0.35136996512244845,1,1,1,0,0,1,0,0,1,1.0,0,0,0.00792037508186511,0.11077876408679603,0
9947-OTFQU,0,1,0,0,-0.7073594915983407,1,0,2,0,1,0,0,0,0,0.0,1,1,0.32033821111309646,-0.5322469872040427,1
0322-YINQP,0,0,0,0,-1.2774445836787656,1,0,1,1,0,0,0,0,0,0.0,1,0,-0.5388108379727895,-0.9847915253766517,1
0959-WHOKV,0,0,0,0,0.3920903288424788,1,1,2,1,1,1,0,0,1,1.0,1,1,1.1379423351948288,0.8901965640991184,0
4075-JFPGR,1,0,1,0,0.758573602322752,1,0,2,1,1,1,0,1,0,1.0,1,1,0.9551446651765553,1.031860762205114,0
